0	0
0.0025	0.000000002
0.005	0.000000039
0.0075	0.000000196
0.01	0.000000621
0.0125	0.000001515
0.015	0.000003141
0.0175	0.00000582
0.02	0.000009928
0.0225	0.000015903
0.025	0.000024239
0.0275	0.000035489
0.03	0.000050262
0.0325	0.000069229
0.035	0.000093115
0.0375	0.000122707
0.04	0.000158847
0.0425	0.000202437
0.045	0.000254435
0.0475	0.000315858
0.05	0.000387781
0.0525	0.000471337
0.055	0.000567716
0.0575	0.000678166
0.06	0.000803991
0.0625	0.000946555
0.065	0.001107276
0.0675	0.00128763
0.07	0.001489152
0.0725	0.00171343
0.075	0.00196211
0.0775	0.002236892
0.08	0.002539535
0.0825	0.002871851
0.085	0.003235705
0.0875	0.003633019
0.09	0.004065767
0.0925	0.004535979
0.095	0.005045734
0.0975	0.005597165
0.1	0.006192456
0.1025	0.006833843
0.105	0.007523608
0.1075	0.008264086
0.11	0.009057658
0.1125	0.009906752
0.115	0.010813842
0.1175	0.011781447
0.12	0.01281213
0.1225	0.013908496
0.125	0.01507319
0.1275	0.016308897
0.13	0.01761834
0.1325	0.019004279
0.135	0.020469506
0.1375	0.022016849
0.14	0.023649164
0.1425	0.025369336
0.145	0.027180278
0.1475	0.029084925
0.15	0.031086237
0.1525	0.033187189
0.155	0.035390777
0.1575	0.037700008
0.16	0.040117902
0.1625	0.042647485
0.165	0.04529179
0.1675	0.04805385
0.17	0.050936699
0.1725	0.053943362
0.175	0.057076859
0.1775	0.060340193
0.18	0.063736355
0.1825	0.067268312
0.185	0.070939006
0.1875	0.074751352
0.19	0.078708228
0.1925	0.082812476
0.195	0.087066892
0.1975	0.091474226
0.2	0.096037172
0.2025	0.100758366
0.205	0.10564038
0.2075	0.110685715
0.21	0.115896796
0.2125	0.121275969
0.215	0.126825488
0.2175	0.132547516
0.22	0.138444115
0.2225	0.14451724
0.225	0.150768734
0.2275	0.157200318
0.23	0.163813588
0.2325	0.170610006
0.235	0.177590891
0.2375	0.184757418
0.24	0.192110602
0.2425	0.1996513
0.245	0.207380196
0.2475	0.215297797
0.25	0.223404426
0.2525	0.231700213
0.255	0.240185087
0.2575	0.248858769
0.26	0.257720764
0.2625	0.266770355
0.265	0.276006592
0.2675	0.285428287
0.27	0.295034005
0.2725	0.304822058
0.275	0.314790494
0.2775	0.324937095
0.28	0.335259363
0.2825	0.345754518
0.285	0.356419489
0.2875	0.367250907
0.29	0.378245098
0.2925	0.389398078
0.295	0.400705545
0.2975	0.412162871
0.3	0.423765102
0.3025	0.435506947
0.305	0.447382775
0.3075	0.459386609
0.31	0.471512125
0.3125	0.483752643
0.315	0.496101125
0.3175	0.508550174
0.32	0.521092028
0.3225	0.533718559
0.325	0.546421274
0.3275	0.559191307
0.33	0.572019425
0.3325	0.584896026
0.335	0.597811138
0.3375	0.610754422
0.34	0.623715173
0.3425	0.636682325
0.345	0.649644451
0.3475	0.66258977
0.35	0.675506151
0.3525	0.688381121
0.355	0.701201867
0.3575	0.713955249
0.36	0.726627808
0.3625	0.739205771
0.365	0.751675067
0.3675	0.764021337
0.37	0.776229945
0.3725	0.788285993
0.375	0.800174336
0.3775	0.811879597
0.38	0.823386185
0.3825	0.834678312
0.385	0.845740012
0.3875	0.856555163
0.39	0.867107506
0.3925	0.877380669
0.395	0.887358191
0.3975	0.897023545
0.4	0.906360166
0.4025	0.915351478
0.405	0.923980919
0.4075	0.932231975
0.41	0.940088207
0.4125	0.947533284
0.415	0.954551015
0.4175	0.961125383
0.42	0.967240578
0.4225	0.972881035
0.425	0.978031468
0.4275	0.982676909
0.43	0.986802744
0.4325	0.990394756
0.435	0.993439158
0.4375	0.995922639
0.44	0.997832402
0.4425	0.999156205
0.445	0.999882406
0.4475	1
0.45	0.999498664
0.4525	0.9983688
0.455	0.996601575
0.4575	0.994188968
0.46	0.991123806
0.4625	0.987399811
0.465	0.98301164
0.4675	0.977954926
0.47	0.972226319
0.4725	0.965823525
0.475	0.958745345
0.4775	0.950991715
0.48	0.942563738
0.4825	0.933463727
0.485	0.923695229
0.4875	0.913263067
0.49	0.902173365
0.4925	0.890433576
0.495	0.878052513
0.4975	0.86504037
0.5	0.851408744
0.5025	0.837170658
0.505	0.822340571
0.5075	0.806934399
0.51	0.790969521
0.5125	0.774464788
0.515	0.757440529
0.5175	0.739918548
0.52	0.721922125
0.5225	0.703476006
0.525	0.684606395
0.5275	0.665340939
0.53	0.645708707
0.5325	0.62574017
0.535	0.605467169
0.5375	0.584922888
0.54	0.564141815
0.5425	0.5431597
0.545	0.522013508
0.5475	0.500741371
0.55	0.479382529
0.5525	0.457977273
0.555	0.436566873
0.5575	0.415193515
0.56	0.393900218
0.5625	0.37273076
0.565	0.351729586
0.5675	0.330941724
0.57	0.310412685
0.5725	0.290188368
0.575	0.270314951
0.5775	0.250838786
0.58	0.231806285
0.5825	0.213263805
0.585	0.195257524
0.5875	0.177833321
0.59	0.161036644
0.5925	0.144912383
0.595	0.129504738
0.5975	0.114857075
0.6	0.101011799
0.6025	0.088010206
0.605	0.075892344
0.6075	0.064696875
0.61	0.054460925
0.6125	0.045219946
0.615	0.037007573
0.6175	0.02985548
0.62	0.023793242
0.6225	0.018848194
0.625	0.015045299
0.6275	0.012407007
0.63	0.010953134
0.6325	0.010700729
0.635	0.011663955
0.6375	0.013853977
0.64	0.017278845
0.6425	0.021943392
0.645	0.027849142
0.6475	0.034994214
0.65	0.043373243
0.6525	0.052977311
0.655	0.063793878
0.6575	0.075806735
0.66	0.088995954
0.6625	0.103337865
0.665	0.118805028
0.6675	0.135366228
0.67	0.15298648
0.6725	0.171627046
0.675	0.191245464
0.6775	0.211795591
0.68	0.233227667
0.6825	0.255488379
0.685	0.278520956
0.6875	0.302265265
0.69	0.326657929
0.6925	0.351632461
0.695	0.377119406
0.6975	0.403046508
0.7	0.42933888
0.7025	0.455919201
0.705	0.482707915
0.7075	0.509623458
0.71	0.536582486
0.7125	0.563500122
0.715	0.59029022
0.7175	0.616865631
0.72	0.643138492
0.7225	0.669020519
0.725	0.694423307
0.7275	0.719258651
0.73	0.743438864
0.7325	0.766877105
0.735	0.789487719
0.7375	0.81118657
0.74	0.831891394
0.7425	0.851522137
0.745	0.870001308
0.7475	0.887254321
0.75	0.903209846
0.7525	0.917800144
0.755	0.93096141
0.7575	0.942634099
0.76	0.952763247
0.7625	0.961298788
0.765	0.968195848
0.7675	0.97341504
0.77	0.976922727
0.7725	0.978691287
0.775	0.978699343
0.7775	0.976931986
0.78	0.973380969
0.7825	0.968044878
0.785	0.960929286
0.7875	0.952046867
0.79	0.941417501
0.7925	0.929068332
0.795	0.915033808
0.7975	0.899355686
0.8	0.882083006
0.8025	0.863272028
0.805	0.842986143
0.8075	0.821295741
0.81	0.798278053
0.8125	0.77401695
0.815	0.74860271
0.8175	0.722131753
0.82	0.694706337
0.8225	0.666434219
0.825	0.637428285
0.8275	0.607806144
0.83	0.577689694
0.8325	0.547204649
0.835	0.516480046
0.8375	0.485647716
0.84	0.454841733
0.8425	0.424197838
0.845	0.393852838
0.8475	0.363943988
0.85	0.334608357
0.8525	0.305982175
0.855	0.278200171
0.8575	0.251394903
0.86	0.225696083
0.8625	0.201229896
0.865	0.178118323
0.8675	0.156478474
0.87	0.136421919
0.8725	0.118054044
0.875	0.101473409
0.8775	0.086771141
0.88	0.074030341
0.8825	0.063325523
0.885	0.054722081
0.8875	0.048275799
0.89	0.044032392
0.8925	0.042027092
0.895	0.042284287
0.8975	0.044817199
0.9	0.049627622
0.9025	0.056705715
0.905	0.06602985
0.9075	0.077566524
0.91	0.091270332
0.9125	0.107084008
0.915	0.124938528
0.9175	0.144753286
0.92	0.166436334
0.9225	0.189884691
0.925	0.214984727
0.9275	0.241612606
0.93	0.269634807
0.9325	0.298908704
0.935	0.329283214
0.9375	0.360599509
0.94	0.392691786
0.9425	0.425388093
