1,0
0,9788251285608798
0,978369257688916
0,9176525843577276
0,9142250229419039
0,8220803698285948
0,8115725862983775
0,6983976107883666
0,6764308561935958
0,556000500726339
0,519756302305662
0,40243560098285264
0,3518936613801936
0,24741519845844304
0,18618389755317424
0,10051643454911137
0,06646173764031683
0,094831561999683
0,13987229806222584
0,1901381346640592
0,21800049493039686
0,2496846570601949
0,26252359795417785
0,2732027603478552
0,2724268102572348
0,26070327952915323
0,24805366813078625
0,21779166390140015
0,19333400512511498
0,15128516946128753
